blob,node_from,node_to,support_hybrid,cluster_num,cluster
1,16,6,0.24,6,F
1,17,9,0.07,"7,8","G,H"
1,15,12,0.17,"4,5","D,E"
1,10,13,0.02,1,A
1,14,11,0.21,"2,3","B,C"
